order_id,order_date,customer_id,product_id,product_name,product_cost,quantity,selling_price,total_cost,total_sale,total_profit,campaign_id,order_month
O07216,2025-03-22,C0740,P008,Exfoliating Scrub,810.3,5,1426.46,4051.5,7132.3,3080.8,Organic,2025-03
O07217,2025-08-21,C0229,P015,Anti-Aging Night Cream,732.53,2,1438.69,1465.06,2877.38,1412.32,M03,2025-08
O07218,2025-10-02,C1087,P009,SPF 50 Sunscreen,332.29,5,509.1,1661.45,2545.5,884.05,Organic,2025-10
O07219,2025-02-13,C0615,P019,Grip Strength Tool,491.38,5,775.01,2456.9,3875.05,1418.15,M02,2025-02
O07220,2025-07-16,C0684,P022,Volumizing Spray,292.18,5,517.27,1460.9,2586.35,1125.45,M05,2025-07
O07221,2025-06-10,C0807,P027,Sweatband,196.1,3,371.46,588.3,1114.38,526.08,Organic,2025-06
O07222,2025-08-10,C0659,P009,SPF 50 Sunscreen,332.29,2,509.1,664.58,1018.2,353.62,M01,2025-08
O07223,2025-01-16,C0149,P009,SPF 50 Sunscreen,332.29,3,509.1,996.87,1527.3,530.43,M03,2025-01
O07224,2025-09-27,C1015,P013,Running Shoes,139.5,5,249.72,697.5,1248.6,551.1,M05,2025-09
O07225,2025-09-10,C0020,P029,Tennis Outfit,1047.18,1,1805.86,1047.18,1805.86,758.68,M08,2025-09
O07226,2025-09-07,C0710,P020,Pre-Workout Formula,671.71,1,1257.35,671.71,1257.35,585.64,M05,2025-09
O07227,2025-07-12,C0090,P015,Anti-Aging Night Cream,732.53,5,1438.69,3662.65,7193.45,3530.8,Organic,2025-07
O07228,2025-04-27,C1004,P014,Argan Oil Shampoo,1020.09,2,1782.36,2040.18,3564.72,1524.54,Organic,2025-04
O07229,2025-06-25,C0092,P029,Tennis Outfit,1047.18,2,1805.86,2094.36,3611.72,1517.36,Organic,2025-06
O07230,2025-12-24,C0118,P001,Pre-Workout Formula,81.87,3,147.52,245.61,442.56,196.95,Organic,2025-12
O07231,2025-08-25,C0067,P016,SPF 50 Sunscreen,1093.54,4,1568.83,4374.16,6275.32,1901.16,M07,2025-08
O07232,2025-01-22,C0509,P022,Volumizing Spray,292.18,1,517.27,292.18,517.27,225.09,M04,2025-01
O07233,2025-12-06,C0026,P010,Plant-Based Protein,143.45,4,276.22,573.8,1104.88,531.08,M03,2025-12
O07234,2025-12-17,C0180,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,Organic,2025-12
O07235,2025-06-29,C0663,P016,SPF 50 Sunscreen,1093.54,2,1568.83,2187.08,3137.66,950.58,M05,2025-06
O07236,2025-11-28,C1030,P006,Leave-In Hair Mist,529.14,2,897.09,1058.28,1794.18,735.9,Organic,2025-11
O07237,2025-10-15,C0819,P025,Scalp Detox Scrub,993.64,4,1765.1,3974.56,7060.4,3085.84,Organic,2025-10
O07238,2025-09-15,C0185,P011,Pull-up Set,824.85,3,1247.08,2474.55,3741.24,1266.69,Organic,2025-09
O07239,2025-08-05,C0802,P030,Vitamin C Serum,1052.65,5,1994.92,5263.25,9974.6,4711.35,Organic,2025-08
O07240,2025-02-05,C0735,P012,Athliesure Wear,777.17,4,1118.83,3108.68,4475.32,1366.64,M06,2025-02
O07241,2025-07-06,C0852,P027,Sweatband,196.1,4,371.46,784.4,1485.84,701.44,M07,2025-07
O07242,2025-08-01,C1193,P018,Weight-Lifting Shoes,749.33,3,1307.8,2247.99,3923.4,1675.41,Organic,2025-08
O07243,2025-10-17,C0862,P008,Exfoliating Scrub,810.3,2,1426.46,1620.6,2852.92,1232.32,M07,2025-10
O07244,2025-11-24,C0700,P001,Pre-Workout Formula,81.87,5,147.52,409.35,737.6,328.25,Organic,2025-11
O07245,2025-06-10,C0847,P004,Daily Multivitamin,151.95,1,278.02,151.95,278.02,126.07,Organic,2025-06
O07246,2025-02-06,C0425,P008,Exfoliating Scrub,810.3,5,1426.46,4051.5,7132.3,3080.8,M04,2025-02
O07247,2025-04-06,C0535,P005,Hair Growth Oil,81.19,3,150.42,243.57,451.26,207.69,Organic,2025-04
O07248,2025-09-19,C0765,P005,Hair Growth Oil,81.19,4,150.42,324.76,601.68,276.92,Organic,2025-09
O07249,2025-02-04,C0264,P019,Grip Strength Tool,491.38,1,775.01,491.38,775.01,283.63,Organic,2025-02
O07250,2025-11-25,C0880,P023,Daily Multivitamin,271.03,5,535.19,1355.15,2675.95,1320.8,M05,2025-11
O07251,2025-10-13,C0795,P027,Sweatband,196.1,5,371.46,980.5,1857.3,876.8,M05,2025-10
O07252,2025-09-27,C1170,P016,SPF 50 Sunscreen,1093.54,5,1568.83,5467.7,7844.15,2376.45,Organic,2025-09
O07253,2025-07-29,C0406,P024,Resistance Bands,442.52,1,862.21,442.52,862.21,419.69,M04,2025-07
O07254,2025-01-30,C0332,P012,Athliesure Wear,777.17,4,1118.83,3108.68,4475.32,1366.64,Organic,2025-01
O07255,2025-05-14,C0420,P023,Daily Multivitamin,271.03,4,535.19,1084.12,2140.76,1056.64,M03,2025-05
O07256,2025-04-03,C0712,P025,Scalp Detox Scrub,993.64,5,1765.1,4968.2,8825.5,3857.3,Organic,2025-04
O07257,2025-08-05,C0273,P009,SPF 50 Sunscreen,332.29,2,509.1,664.58,1018.2,353.62,M02,2025-08
O07258,2025-03-10,C0577,P016,SPF 50 Sunscreen,1093.54,4,1568.83,4374.16,6275.32,1901.16,M01,2025-03
O07259,2025-02-26,C0800,P016,SPF 50 Sunscreen,1093.54,2,1568.83,2187.08,3137.66,950.58,Organic,2025-02
O07260,2025-11-07,C1169,P003,Anti-Frizz Serum,154.97,5,265.18,774.85,1325.9,551.05,Organic,2025-11
O07261,2025-05-05,C0035,P015,Anti-Aging Night Cream,732.53,5,1438.69,3662.65,7193.45,3530.8,M06,2025-05
O07262,2025-04-26,C0796,P026,Tracksuit,581.63,1,851.7,581.63,851.7,270.07,M03,2025-04
O07263,2025-03-30,C0025,P007,Benchpress Bench and Bar,821.09,4,1637.92,3284.36,6551.68,3267.32,M07,2025-03
O07264,2025-08-29,C0723,P007,Benchpress Bench and Bar,821.09,4,1637.92,3284.36,6551.68,3267.32,M07,2025-08
O07265,2025-11-14,C0593,P024,Resistance Bands,442.52,2,862.21,885.04,1724.42,839.38,Organic,2025-11
O07266,2025-09-24,C0133,P010,Plant-Based Protein,143.45,1,276.22,143.45,276.22,132.77,Organic,2025-09
O07267,2025-01-05,C0073,P027,Sweatband,196.1,2,371.46,392.2,742.92,350.72,Organic,2025-01
O07268,2025-03-23,C0417,P016,SPF 50 Sunscreen,1093.54,1,1568.83,1093.54,1568.83,475.29,M03,2025-03
O07269,2025-06-07,C1073,P025,Scalp Detox Scrub,993.64,2,1765.1,1987.28,3530.2,1542.92,Organic,2025-06
O07270,2025-06-05,C0781,P028,Hair Growth Oil,729.97,2,1124.06,1459.94,2248.12,788.18,Organic,2025-06
O07271,2025-06-16,C0470,P005,Hair Growth Oil,81.19,3,150.42,243.57,451.26,207.69,Organic,2025-06
O07272,2025-02-11,C1141,P004,Daily Multivitamin,151.95,5,278.02,759.75,1390.1,630.35,Organic,2025-02
O07273,2025-03-19,C0498,P001,Pre-Workout Formula,81.87,5,147.52,409.35,737.6,328.25,M07,2025-03
O07274,2025-12-11,C1194,P023,Daily Multivitamin,271.03,3,535.19,813.09,1605.57,792.48,M07,2025-12
O07275,2025-03-13,C0138,P022,Volumizing Spray,292.18,5,517.27,1460.9,2586.35,1125.45,M02,2025-03
O07276,2025-12-30,C0193,P004,Daily Multivitamin,151.95,2,278.02,303.9,556.04,252.14,M02,2025-12
O07277,2025-08-27,C0062,P016,SPF 50 Sunscreen,1093.54,2,1568.83,2187.08,3137.66,950.58,Organic,2025-08
O07278,2025-08-06,C0806,P013,Running Shoes,139.5,2,249.72,279.0,499.44,220.44,M05,2025-08
O07279,2025-09-03,C1039,P006,Leave-In Hair Mist,529.14,1,897.09,529.14,897.09,367.95,Organic,2025-09
O07280,2025-03-23,C0669,P014,Argan Oil Shampoo,1020.09,5,1782.36,5100.45,8911.8,3811.35,M06,2025-03
O07281,2025-01-06,C0412,P007,Benchpress Bench and Bar,821.09,4,1637.92,3284.36,6551.68,3267.32,Organic,2025-01
O07282,2025-03-30,C0570,P022,Volumizing Spray,292.18,1,517.27,292.18,517.27,225.09,Organic,2025-03
O07283,2025-09-09,C0448,P012,Athliesure Wear,777.17,3,1118.83,2331.51,3356.49,1024.98,Organic,2025-09
O07284,2025-04-12,C0221,P022,Volumizing Spray,292.18,2,517.27,584.36,1034.54,450.18,M05,2025-04
O07285,2025-06-25,C0918,P005,Hair Growth Oil,81.19,3,150.42,243.57,451.26,207.69,M02,2025-06
O07286,2025-10-26,C0702,P021,Exfoliating Scrub,236.38,1,410.46,236.38,410.46,174.08,Organic,2025-10
O07287,2025-05-08,C0757,P002,SPF 50 Sunscreen,190.04,4,365.12,760.16,1460.48,700.32,M01,2025-05
O07288,2025-08-22,C0138,P026,Tracksuit,581.63,2,851.7,1163.26,1703.4,540.14,Organic,2025-08
O07289,2025-07-23,C0311,P011,Pull-up Set,824.85,3,1247.08,2474.55,3741.24,1266.69,Organic,2025-07
O07290,2025-11-15,C1110,P010,Plant-Based Protein,143.45,5,276.22,717.25,1381.1,663.85,M06,2025-11
O07291,2025-03-23,C1035,P026,Tracksuit,581.63,2,851.7,1163.26,1703.4,540.14,M03,2025-03
O07292,2025-01-03,C0152,P030,Vitamin C Serum,1052.65,3,1994.92,3157.95,5984.76,2826.81,M08,2025-01
O07293,2025-08-15,C0848,P016,SPF 50 Sunscreen,1093.54,3,1568.83,3280.62,4706.49,1425.87,M04,2025-08
O07294,2025-07-24,C0174,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,Organic,2025-07
O07295,2025-08-14,C0710,P014,Argan Oil Shampoo,1020.09,2,1782.36,2040.18,3564.72,1524.54,M03,2025-08
O07296,2025-03-10,C0793,P023,Daily Multivitamin,271.03,1,535.19,271.03,535.19,264.16,Organic,2025-03
O07297,2025-12-02,C0551,P011,Pull-up Set,824.85,5,1247.08,4124.25,6235.4,2111.15,Organic,2025-12
O07298,2025-01-13,C0269,P029,Tennis Outfit,1047.18,5,1805.86,5235.9,9029.3,3793.4,M05,2025-01
O07299,2025-10-25,C0608,P025,Scalp Detox Scrub,993.64,2,1765.1,1987.28,3530.2,1542.92,Organic,2025-10
O07300,2025-05-12,C0656,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,M07,2025-05
O07301,2025-07-22,C0487,P003,Anti-Frizz Serum,154.97,5,265.18,774.85,1325.9,551.05,M07,2025-07
O07302,2025-06-25,C0697,P021,Exfoliating Scrub,236.38,1,410.46,236.38,410.46,174.08,Organic,2025-06
O07303,2025-01-18,C1194,P023,Daily Multivitamin,271.03,1,535.19,271.03,535.19,264.16,Organic,2025-01
O07304,2025-11-01,C0820,P012,Athliesure Wear,777.17,4,1118.83,3108.68,4475.32,1366.64,M03,2025-11
O07305,2025-04-17,C0747,P019,Grip Strength Tool,491.38,5,775.01,2456.9,3875.05,1418.15,Organic,2025-04
O07306,2025-07-16,C0032,P026,Tracksuit,581.63,1,851.7,581.63,851.7,270.07,M05,2025-07
O07307,2025-02-14,C0942,P005,Hair Growth Oil,81.19,1,150.42,81.19,150.42,69.23,M02,2025-02
O07308,2025-10-15,C0671,P025,Scalp Detox Scrub,993.64,2,1765.1,1987.28,3530.2,1542.92,M08,2025-10
O07309,2025-10-01,C0898,P002,SPF 50 Sunscreen,190.04,2,365.12,380.08,730.24,350.16,M03,2025-10
O07310,2025-01-15,C0458,P029,Tennis Outfit,1047.18,2,1805.86,2094.36,3611.72,1517.36,M02,2025-01
O07311,2025-02-04,C0024,P006,Leave-In Hair Mist,529.14,5,897.09,2645.7,4485.45,1839.75,Organic,2025-02
O07312,2025-07-22,C0977,P028,Hair Growth Oil,729.97,4,1124.06,2919.88,4496.24,1576.36,Organic,2025-07
O07313,2025-08-15,C0036,P006,Leave-In Hair Mist,529.14,2,897.09,1058.28,1794.18,735.9,Organic,2025-08
O07314,2025-04-25,C0513,P010,Plant-Based Protein,143.45,5,276.22,717.25,1381.1,663.85,M07,2025-04
O07315,2025-07-05,C0990,P014,Argan Oil Shampoo,1020.09,1,1782.36,1020.09,1782.36,762.27,M02,2025-07
O07316,2025-10-24,C0006,P021,Exfoliating Scrub,236.38,3,410.46,709.14,1231.38,522.24,M06,2025-10
O07317,2025-09-09,C0588,P026,Tracksuit,581.63,2,851.7,1163.26,1703.4,540.14,M08,2025-09
O07318,2025-09-02,C0651,P002,SPF 50 Sunscreen,190.04,3,365.12,570.12,1095.36,525.24,M08,2025-09
O07319,2025-04-14,C0500,P020,Pre-Workout Formula,671.71,1,1257.35,671.71,1257.35,585.64,M01,2025-04
O07320,2025-10-30,C0700,P024,Resistance Bands,442.52,3,862.21,1327.56,2586.63,1259.07,Organic,2025-10
O07321,2025-10-09,C1091,P021,Exfoliating Scrub,236.38,4,410.46,945.52,1641.84,696.32,Organic,2025-10
O07322,2025-05-04,C0103,P023,Daily Multivitamin,271.03,3,535.19,813.09,1605.57,792.48,M07,2025-05
O07323,2025-10-01,C0120,P004,Daily Multivitamin,151.95,2,278.02,303.9,556.04,252.14,M02,2025-10
O07324,2025-03-11,C0361,P019,Grip Strength Tool,491.38,4,775.01,1965.52,3100.04,1134.52,Organic,2025-03
O07325,2025-08-03,C0648,P005,Hair Growth Oil,81.19,3,150.42,243.57,451.26,207.69,Organic,2025-08
O07326,2025-09-18,C0100,P029,Tennis Outfit,1047.18,1,1805.86,1047.18,1805.86,758.68,M01,2025-09
O07327,2025-06-06,C0186,P001,Pre-Workout Formula,81.87,3,147.52,245.61,442.56,196.95,M06,2025-06
O07328,2025-11-08,C0957,P026,Tracksuit,581.63,1,851.7,581.63,851.7,270.07,M02,2025-11
O07329,2025-10-24,C0114,P022,Volumizing Spray,292.18,1,517.27,292.18,517.27,225.09,M06,2025-10
O07330,2025-05-12,C0904,P013,Running Shoes,139.5,2,249.72,279.0,499.44,220.44,Organic,2025-05
O07331,2025-09-12,C0500,P010,Plant-Based Protein,143.45,4,276.22,573.8,1104.88,531.08,Organic,2025-09
O07332,2025-04-29,C1176,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,M05,2025-04
O07333,2025-02-23,C0220,P007,Benchpress Bench and Bar,821.09,5,1637.92,4105.45,8189.6,4084.15,M07,2025-02
O07334,2025-09-12,C1073,P003,Anti-Frizz Serum,154.97,2,265.18,309.94,530.36,220.42,M04,2025-09
O07335,2025-01-07,C0602,P012,Athliesure Wear,777.17,2,1118.83,1554.34,2237.66,683.32,Organic,2025-01
O07336,2025-10-05,C0519,P021,Exfoliating Scrub,236.38,2,410.46,472.76,820.92,348.16,M02,2025-10
O07337,2025-02-23,C1194,P003,Anti-Frizz Serum,154.97,1,265.18,154.97,265.18,110.21,M06,2025-02
O07338,2025-11-04,C0030,P010,Plant-Based Protein,143.45,5,276.22,717.25,1381.1,663.85,M05,2025-11
O07339,2025-02-02,C0372,P027,Sweatband,196.1,3,371.46,588.3,1114.38,526.08,M01,2025-02
O07340,2025-12-16,C0286,P008,Exfoliating Scrub,810.3,2,1426.46,1620.6,2852.92,1232.32,M08,2025-12
O07341,2025-12-14,C0959,P014,Argan Oil Shampoo,1020.09,4,1782.36,4080.36,7129.44,3049.08,Organic,2025-12
O07342,2025-01-19,C0794,P021,Exfoliating Scrub,236.38,2,410.46,472.76,820.92,348.16,Organic,2025-01
O07343,2025-09-26,C0656,P019,Grip Strength Tool,491.38,1,775.01,491.38,775.01,283.63,Organic,2025-09
O07344,2025-06-08,C0436,P001,Pre-Workout Formula,81.87,5,147.52,409.35,737.6,328.25,Organic,2025-06
O07345,2025-08-29,C0447,P018,Weight-Lifting Shoes,749.33,5,1307.8,3746.65,6539.0,2792.35,M05,2025-08
O07346,2025-12-09,C0399,P023,Daily Multivitamin,271.03,1,535.19,271.03,535.19,264.16,M04,2025-12
O07347,2025-07-28,C0330,P008,Exfoliating Scrub,810.3,5,1426.46,4051.5,7132.3,3080.8,Organic,2025-07
O07348,2025-11-21,C0917,P020,Pre-Workout Formula,671.71,1,1257.35,671.71,1257.35,585.64,M07,2025-11
O07349,2025-05-05,C0342,P017,Gentle Facial Cleanser,1005.92,1,1746.32,1005.92,1746.32,740.4,M06,2025-05
O07350,2025-06-08,C0164,P018,Weight-Lifting Shoes,749.33,5,1307.8,3746.65,6539.0,2792.35,M04,2025-06
O07351,2025-04-25,C0216,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,Organic,2025-04
O07352,2025-09-18,C0116,P014,Argan Oil Shampoo,1020.09,3,1782.36,3060.27,5347.08,2286.81,M08,2025-09
O07353,2025-07-27,C0927,P027,Sweatband,196.1,4,371.46,784.4,1485.84,701.44,M03,2025-07
O07354,2025-12-27,C1145,P026,Tracksuit,581.63,5,851.7,2908.15,4258.5,1350.35,Organic,2025-12
O07355,2025-01-18,C0467,P028,Hair Growth Oil,729.97,1,1124.06,729.97,1124.06,394.09,Organic,2025-01
O07356,2025-09-29,C0655,P015,Anti-Aging Night Cream,732.53,4,1438.69,2930.12,5754.76,2824.64,M06,2025-09
O07357,2025-09-15,C0381,P020,Pre-Workout Formula,671.71,2,1257.35,1343.42,2514.7,1171.28,Organic,2025-09
O07358,2025-01-07,C0856,P007,Benchpress Bench and Bar,821.09,1,1637.92,821.09,1637.92,816.83,M08,2025-01
O07359,2025-09-29,C0227,P016,SPF 50 Sunscreen,1093.54,5,1568.83,5467.7,7844.15,2376.45,Organic,2025-09
O07360,2025-03-28,C0967,P009,SPF 50 Sunscreen,332.29,2,509.1,664.58,1018.2,353.62,M06,2025-03
O07361,2025-08-27,C0388,P003,Anti-Frizz Serum,154.97,4,265.18,619.88,1060.72,440.84,M07,2025-08
O07362,2025-09-02,C0745,P009,SPF 50 Sunscreen,332.29,1,509.1,332.29,509.1,176.81,Organic,2025-09
O07363,2025-06-08,C0469,P011,Pull-up Set,824.85,4,1247.08,3299.4,4988.32,1688.92,M03,2025-06
O07364,2025-07-01,C0616,P015,Anti-Aging Night Cream,732.53,3,1438.69,2197.59,4316.07,2118.48,Organic,2025-07
O07365,2025-09-23,C0300,P018,Weight-Lifting Shoes,749.33,3,1307.8,2247.99,3923.4,1675.41,M07,2025-09
O07366,2025-12-02,C1175,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,Organic,2025-12
O07367,2025-09-24,C0214,P012,Athliesure Wear,777.17,1,1118.83,777.17,1118.83,341.66,Organic,2025-09
O07368,2025-06-11,C0887,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,Organic,2025-06
O07369,2025-04-29,C0706,P018,Weight-Lifting Shoes,749.33,1,1307.8,749.33,1307.8,558.47,M07,2025-04
O07370,2025-05-27,C0862,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,Organic,2025-05
O07371,2025-11-29,C0124,P012,Athliesure Wear,777.17,4,1118.83,3108.68,4475.32,1366.64,Organic,2025-11
O07372,2025-09-30,C1116,P001,Pre-Workout Formula,81.87,2,147.52,163.74,295.04,131.3,M04,2025-09
O07373,2025-02-04,C1194,P028,Hair Growth Oil,729.97,2,1124.06,1459.94,2248.12,788.18,M06,2025-02
O07374,2025-12-26,C0364,P002,SPF 50 Sunscreen,190.04,4,365.12,760.16,1460.48,700.32,M07,2025-12
O07375,2025-01-27,C0613,P008,Exfoliating Scrub,810.3,3,1426.46,2430.9,4279.38,1848.48,M04,2025-01
O07376,2025-04-16,C1107,P025,Scalp Detox Scrub,993.64,5,1765.1,4968.2,8825.5,3857.3,M05,2025-04
O07377,2025-11-16,C0737,P029,Tennis Outfit,1047.18,2,1805.86,2094.36,3611.72,1517.36,M06,2025-11
O07378,2025-08-20,C0695,P002,SPF 50 Sunscreen,190.04,1,365.12,190.04,365.12,175.08,M06,2025-08
O07379,2025-08-29,C1087,P028,Hair Growth Oil,729.97,2,1124.06,1459.94,2248.12,788.18,M01,2025-08
O07380,2025-11-24,C0341,P007,Benchpress Bench and Bar,821.09,3,1637.92,2463.27,4913.76,2450.49,Organic,2025-11
O07381,2025-03-16,C0182,P015,Anti-Aging Night Cream,732.53,4,1438.69,2930.12,5754.76,2824.64,M07,2025-03
O07382,2025-03-24,C1048,P023,Daily Multivitamin,271.03,4,535.19,1084.12,2140.76,1056.64,M08,2025-03
O07383,2025-05-09,C0856,P016,SPF 50 Sunscreen,1093.54,2,1568.83,2187.08,3137.66,950.58,Organic,2025-05
O07384,2025-04-21,C0962,P021,Exfoliating Scrub,236.38,1,410.46,236.38,410.46,174.08,M06,2025-04
O07385,2025-11-30,C0962,P009,SPF 50 Sunscreen,332.29,5,509.1,1661.45,2545.5,884.05,Organic,2025-11
O07386,2025-12-22,C0847,P006,Leave-In Hair Mist,529.14,5,897.09,2645.7,4485.45,1839.75,M04,2025-12
O07387,2025-03-04,C0318,P026,Tracksuit,581.63,2,851.7,1163.26,1703.4,540.14,Organic,2025-03
O07388,2025-05-24,C0360,P003,Anti-Frizz Serum,154.97,2,265.18,309.94,530.36,220.42,M01,2025-05
O07389,2025-07-20,C0714,P006,Leave-In Hair Mist,529.14,2,897.09,1058.28,1794.18,735.9,Organic,2025-07
O07390,2025-05-09,C0195,P028,Hair Growth Oil,729.97,5,1124.06,3649.85,5620.3,1970.45,M06,2025-05
O07391,2025-07-08,C0132,P009,SPF 50 Sunscreen,332.29,5,509.1,1661.45,2545.5,884.05,Organic,2025-07
O07392,2025-06-12,C1086,P018,Weight-Lifting Shoes,749.33,2,1307.8,1498.66,2615.6,1116.94,M01,2025-06
O07393,2025-01-27,C0476,P029,Tennis Outfit,1047.18,3,1805.86,3141.54,5417.58,2276.04,M01,2025-01
O07394,2025-04-14,C0325,P029,Tennis Outfit,1047.18,5,1805.86,5235.9,9029.3,3793.4,M08,2025-04
O07395,2025-04-08,C0621,P011,Pull-up Set,824.85,5,1247.08,4124.25,6235.4,2111.15,M08,2025-04
O07396,2025-10-24,C1120,P027,Sweatband,196.1,4,371.46,784.4,1485.84,701.44,M02,2025-10
O07397,2025-08-07,C1032,P027,Sweatband,196.1,5,371.46,980.5,1857.3,876.8,Organic,2025-08
O07398,2025-12-01,C0190,P005,Hair Growth Oil,81.19,2,150.42,162.38,300.84,138.46,M06,2025-12
O07399,2025-01-31,C0856,P017,Gentle Facial Cleanser,1005.92,2,1746.32,2011.84,3492.64,1480.8,Organic,2025-01
O07400,2025-07-28,C1099,P030,Vitamin C Serum,1052.65,3,1994.92,3157.95,5984.76,2826.81,M04,2025-07
O07401,2025-06-02,C0792,P015,Anti-Aging Night Cream,732.53,1,1438.69,732.53,1438.69,706.16,Organic,2025-06
O07402,2025-09-26,C1103,P027,Sweatband,196.1,2,371.46,392.2,742.92,350.72,M03,2025-09
O07403,2025-07-05,C0900,P018,Weight-Lifting Shoes,749.33,2,1307.8,1498.66,2615.6,1116.94,M05,2025-07
O07404,2025-07-22,C0438,P015,Anti-Aging Night Cream,732.53,4,1438.69,2930.12,5754.76,2824.64,M07,2025-07
O07405,2025-04-14,C0034,P008,Exfoliating Scrub,810.3,5,1426.46,4051.5,7132.3,3080.8,M01,2025-04
O07406,2025-02-22,C0323,P016,SPF 50 Sunscreen,1093.54,4,1568.83,4374.16,6275.32,1901.16,Organic,2025-02
O07407,2025-03-19,C0030,P017,Gentle Facial Cleanser,1005.92,2,1746.32,2011.84,3492.64,1480.8,Organic,2025-03
O07408,2025-12-25,C0830,P029,Tennis Outfit,1047.18,3,1805.86,3141.54,5417.58,2276.04,Organic,2025-12
O07409,2025-09-21,C0582,P027,Sweatband,196.1,4,371.46,784.4,1485.84,701.44,M02,2025-09
O07410,2025-11-20,C0888,P003,Anti-Frizz Serum,154.97,2,265.18,309.94,530.36,220.42,M04,2025-11
O07411,2025-12-15,C0469,P002,SPF 50 Sunscreen,190.04,1,365.12,190.04,365.12,175.08,M02,2025-12
O07412,2025-07-18,C0482,P014,Argan Oil Shampoo,1020.09,4,1782.36,4080.36,7129.44,3049.08,M03,2025-07
O07413,2025-09-26,C0744,P009,SPF 50 Sunscreen,332.29,3,509.1,996.87,1527.3,530.43,M05,2025-09
O07414,2025-01-02,C0679,P018,Weight-Lifting Shoes,749.33,4,1307.8,2997.32,5231.2,2233.88,Organic,2025-01
O07415,2025-07-13,C0334,P005,Hair Growth Oil,81.19,5,150.42,405.95,752.1,346.15,M02,2025-07
O07416,2025-11-21,C1048,P001,Pre-Workout Formula,81.87,3,147.52,245.61,442.56,196.95,M02,2025-11
O07417,2025-01-19,C0850,P013,Running Shoes,139.5,1,249.72,139.5,249.72,110.22,Organic,2025-01
O07418,2025-01-31,C0798,P006,Leave-In Hair Mist,529.14,1,897.09,529.14,897.09,367.95,M01,2025-01
O07419,2025-11-23,C0906,P004,Daily Multivitamin,151.95,3,278.02,455.85,834.06,378.21,Organic,2025-11
O07420,2025-06-21,C1047,P007,Benchpress Bench and Bar,821.09,5,1637.92,4105.45,8189.6,4084.15,M07,2025-06
O07421,2025-03-10,C0640,P029,Tennis Outfit,1047.18,3,1805.86,3141.54,5417.58,2276.04,M01,2025-03
O07422,2025-08-02,C1007,P013,Running Shoes,139.5,5,249.72,697.5,1248.6,551.1,M06,2025-08
O07423,2025-08-29,C0453,P028,Hair Growth Oil,729.97,2,1124.06,1459.94,2248.12,788.18,Organic,2025-08
O07424,2025-08-09,C0115,P012,Athliesure Wear,777.17,2,1118.83,1554.34,2237.66,683.32,Organic,2025-08
O07425,2025-05-21,C0434,P005,Hair Growth Oil,81.19,5,150.42,405.95,752.1,346.15,M06,2025-05
O07426,2025-05-17,C0521,P024,Resistance Bands,442.52,1,862.21,442.52,862.21,419.69,M02,2025-05
O07427,2025-11-25,C0032,P030,Vitamin C Serum,1052.65,4,1994.92,4210.6,7979.68,3769.08,Organic,2025-11
O07428,2025-11-12,C0768,P017,Gentle Facial Cleanser,1005.92,1,1746.32,1005.92,1746.32,740.4,M01,2025-11
O07429,2025-06-27,C0063,P021,Exfoliating Scrub,236.38,4,410.46,945.52,1641.84,696.32,M02,2025-06
O07430,2025-05-10,C0696,P018,Weight-Lifting Shoes,749.33,2,1307.8,1498.66,2615.6,1116.94,Organic,2025-05
O07431,2025-12-03,C0250,P007,Benchpress Bench and Bar,821.09,4,1637.92,3284.36,6551.68,3267.32,Organic,2025-12
O07432,2025-05-11,C1178,P015,Anti-Aging Night Cream,732.53,3,1438.69,2197.59,4316.07,2118.48,M02,2025-05
O07433,2025-03-29,C1132,P019,Grip Strength Tool,491.38,2,775.01,982.76,1550.02,567.26,M03,2025-03
O07434,2025-03-22,C0369,P001,Pre-Workout Formula,81.87,5,147.52,409.35,737.6,328.25,Organic,2025-03
O07435,2025-10-09,C0731,P003,Anti-Frizz Serum,154.97,2,265.18,309.94,530.36,220.42,M06,2025-10
O07436,2025-03-13,C0903,P004,Daily Multivitamin,151.95,4,278.02,607.8,1112.08,504.28,M02,2025-03
O07437,2025-03-22,C0881,P014,Argan Oil Shampoo,1020.09,2,1782.36,2040.18,3564.72,1524.54,M01,2025-03
O07438,2025-06-17,C0117,P025,Scalp Detox Scrub,993.64,4,1765.1,3974.56,7060.4,3085.84,Organic,2025-06
O07439,2025-12-31,C0571,P005,Hair Growth Oil,81.19,5,150.42,405.95,752.1,346.15,M05,2025-12
O07440,2025-05-03,C0506,P002,SPF 50 Sunscreen,190.04,2,365.12,380.08,730.24,350.16,M03,2025-05
O07441,2025-09-07,C0814,P009,SPF 50 Sunscreen,332.29,2,509.1,664.58,1018.2,353.62,Organic,2025-09
O07442,2025-05-03,C0472,P018,Weight-Lifting Shoes,749.33,5,1307.8,3746.65,6539.0,2792.35,Organic,2025-05
